Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Population, male",SP.POP.TOTL.MA.IN,Niger,NER,5854008,6064010,6282467,6510942,6750283,7000404,7261337,7533650,7818388,8116165,8427645,8752209,9094942,9451592,9818188,10203110,10606660,11021796,11448927,11889761,12342370,12809135,13293383,13797289
"Population, male",SP.POP.TOTL.MA.IN,Nigeria,NGA,61748370,63420738,65158785,66946860,68785095,70670683,72611203,74620905,76699005,78846020,81066457,83364643,85713800,88080932,90449577,92803434,95191980,97662955,100165119,102680839,105243174,107827012,110448136,113132890
"Population, male",SP.POP.TOTL.MA.IN,North Macedonia,MKD,1019933,1021064,1011852,1012753,1009184,1003447,997590,991608,985655,979065,972569,967881,963905,960162,957365,954624,951385,947399,942467,935956,925730,915965,912991,902961
"Population, male",SP.POP.TOTL.MA.IN,Northern Mariana Islands,MNP,38212,38008,37181,36233,35179,34044,32859,31652,30450,29278,28107,27520,27523,27494,27427,27325,27200,27059,26903,26731,26631,26597,26635,26747
"Population, male",SP.POP.TOTL.MA.IN,Norway,NOR,2224232,2236622,2249024,2262587,2276562,2293018,2313871,2342728,2377357,2410883,2443786,2479849,2517376,2551391,2583030,2611322,2636304,2658756,2676735,2695841,2712935,2728232,2753603,2785769
"Population, male",SP.POP.TOTL.MA.IN,Oman,OMN,1343767,1356102,1367695,1379044,1401157,1433559,1465443,1497064,1528791,1561101,1708903,1973564,2240160,2459562,2591374,2714401,2866336,2960916,2971367,2924701,2820785,2761768,2785494,2818990
"Population, male",SP.POP.TOTL.MA.IN,Pakistan,PAK,79746052,82212668,84278393,86127265,88049526,89942008,91810143,93744001,95745628,97833204,99987484,102047023,103831984,105378643,106815000,107983708,108894512,110003086,111438323,113015042,114815641,116815852,118960880,121256617
"Population, male",SP.POP.TOTL.MA.IN,Palau,PLW,10767,10804,10784,10767,10744,10666,10523,10358,10190,10013,9830,9637,9450,9389,9443,9454,9431,9409,9389,9379,9377,9380,9376,9359
"Population, male",SP.POP.TOTL.MA.IN,Panama,PAN,1508117,1537633,1567505,1597706,1628444,1659586,1690750,1722008,1753495,1785120,1816819,1848911,1881611,1914627,1947968,1981879,2016278,2050907,2085213,2118501,2148870,2176523,2204410,2233572
"Population, male",SP.POP.TOTL.MA.IN,Papua New Guinea,PNG,2876874,2974119,3074522,3177073,3281496,3387691,3495994,3606247,3718410,3832285,3947886,4062416,4174386,4285535,4396106,4505977,4614885,4722981,4830369,4936763,5039466,5137884,5232314,5323347
"Population, male",SP.POP.TOTL.MA.IN,Paraguay,PRY,2589005,2632691,2669782,2702423,2733019,2762367,2790367,2817256,2843994,2872003,2904393,2941517,2980731,3021458,3063559,3106699,3150499,3194330,3237726,3280434,3323985,3365265,3402132,3441402
"Population, male",SP.POP.TOTL.MA.IN,Peru,PER,13290367,13472595,13635757,13784608,13925077,14057586,14180761,14296701,14388026,14461087,14545483,14647747,14765435,14894870,15041702,15215665,15428091,15666065,15961942,16268182,16499432,16695110,16857086,17005118
"Population, male",SP.POP.TOTL.MA.IN,Philippines,PHL,39394372,40249236,41101162,41950313,42802430,43650124,44491550,45333001,46168861,46992939,47832279,48706658,49587787,50455169,51299898,52189304,53151806,54121554,55072020,56011134,56947945,57817463,58679278,59593853
"Population, male",SP.POP.TOTL.MA.IN,Poland,POL,18574609,18585200,18570141,18551268,18533816,18518319,18497199,18476559,18471142,18479746,18424911,18432087,18428967,18415399,18399901,18385857,18375539,18376132,18375538,18370296,18334153,18253255,17826176,17776393
"Population, male",SP.POP.TOTL.MA.IN,Portugal,PRT,4962453,4999948,5024837,5038307,5046015,5051464,5056828,5062560,5063844,5061271,5056705,5041558,5012623,4976418,4940387,4912125,4891543,4874665,4859701,4855992,4859349,4888573,4911677,4967858
"Population, male",SP.POP.TOTL.MA.IN,Puerto Rico,PRI,1834657,1837888,1839516,1839889,1839437,1835889,1827182,1815530,1803873,1792996,1782757,1760954,1738428,1717183,1687782,1656529,1622693,1581656,1516369,1513740,1552570,1541133,1518906,1510228
"Population, male",SP.POP.TOTL.MA.IN,Qatar,QAT,433815,456796,480524,504789,522707,579378,727596,921361,1103898,1233563,1297966,1350880,1415197,1507300,1651832,1817181,1955530,2031540,2054595,2055936,2005391,1953675,1954233,1964435
"Population, male",SP.POP.TOTL.MA.IN,Romania,ROU,10871696,10711158,10511655,10437405,10381596,10321646,10264061,10115633,9948846,9864987,9804746,9755829,9712178,9675668,9639244,9594901,9541664,9486693,9429212,9377040,9320317,9245140,9213326,9222390
"Population, male",SP.POP.TOTL.MA.IN,Russian Federation,RUS,68464819,68107925,67715029,67309072,66921101,66542026,66219710,66050853,65997139,66009600,66053102,66163798,66374401,66619520,66859340,67075649,67276553,67434483,67511805,67562876,67470284,67227319,66987198,66800500
"Population, male",SP.POP.TOTL.MA.IN,Rwanda,RWA,3904282,3949825,4014653,4110419,4224817,4344019,4467349,4594932,4725056,4856381,4989230,5123057,5255735,5388720,5524552,5663777,5809454,5960539,6112819,6266092,6423145,6582239,6741039,6901261
"Population, male",SP.POP.TOTL.MA.IN,Samoa,WSM,95721,96420,96876,97154,97341,97490,97754,98209,98778,99398,100075,100844,101665,102510,103356,104201,105129,106119,107099,108147,109634,111550,113375,115059
"Population, male",SP.POP.TOTL.MA.IN,San Marino,SMR,13120,13378,13687,13998,14246,14460,14694,14899,15052,15222,15470,15831,16096,16186,16241,16328,16453,16564,16626,16650,16563,16419,16380,16381
"Population, male",SP.POP.TOTL.MA.IN,Sao Tome and Principe,STP,71620,72901,74706,76681,78656,80650,82666,84721,86800,88860,90858,92829,94793,96719,98594,100410,102168,103865,105507,107123,109112,111305,113407,115601
"Population, male",SP.POP.TOTL.MA.IN,Saudi Arabia,SAU,12317247,12623833,12928084,13221628,13489705,13900240,14481085,15083370,15700185,16324114,16865108,17276508,17644476,18009033,18364145,18774108,19291301,19828621,20335495,20836089,20886852,20766246,20979233,21246137
"Population, male",SP.POP.TOTL.MA.IN,Senegal,SEN,4786669,4899113,5016669,5139658,5267939,5401974,5542900,5689190,5839565,5996251,6159215,6327295,6500266,6676682,6859154,7048291,7242618,7443229,7649754,7860618,8076926,8297057,8516043,8737489
"Population, male",SP.POP.TOTL.MA.IN,Serbia,SRB,3628454,3620295,3615272,3606727,3597966,3586247,3570629,3554182,3537191,3521164,3505105,3475850,3457540,3439310,3421938,3404097,3385520,3367107,3348634,3330387,3307322,3275476,3194331,3172990
"Population, male",SP.POP.TOTL.MA.IN,Seychelles,SYC,40792,40908,42238,41848,41811,42114,43110,43445,44554,44861,46283,45246,45851,46847,47687,48844,49579,50266,50828,51368,51864,52299,63113,62940
"Population, male",SP.POP.TOTL.MA.IN,Sierra Leone,SLE,2275881,2412807,2554938,2661461,2754047,2830690,2895765,2962281,3039735,3125747,3215628,3304869,3394323,3483704,3572787,3660930,3751483,3844264,3936943,4030454,4124768,4218841,4312192,4405685
"Population, male",SP.POP.TOTL.MA.IN,Singapore,SGP,2058118,2110833,2123960,2086728,2106721,2156125,2235301,2346238,2489956,2580983,2638441,2699466,2769034,2816675,2855844,2891691,2930247,2933188,2947272,2981453,2972860,2852509,2947974,3092505
"Population, male",SP.POP.TOTL.MA.IN,Sint Maarten (Dutch part),SXM,14902,14909,14963,15263,15712,15914,16068,16192,16206,16274,16127,15805,17203,19052,19734,20431,20615,20423,20610,21078,21533,21788,21889,22005
"Population, male",SP.POP.TOTL.MA.IN,Slovak Republic,SVK,2618082,2612748,2611957,2610358,2610221,2611029,2611614,2612857,2615583,2619923,2623393,2627802,2633443,2637146,2640390,2643961,2648698,2653970,2658718,2663171,2665719,2659702,2654098,2653203
"Population, male",SP.POP.TOTL.MA.IN,Slovenia,SVN,967614,969849,972033,974024,976153,979493,984336,991510,994773,1005679,1012012,1015297,1017964,1019840,1021337,1023640,1026841,1029929,1036095,1045795,1055356,1059477,1061664,1066611
"Population, male",SP.POP.TOTL.MA.IN,Solomon Islands,SLB,222168,227319,232444,237617,242852,248157,253589,259158,264829,270736,277024,283714,290777,298140,305726,313454,321267,329135,337049,345031,353241,361683,369899,377872
"Population, male",SP.POP.TOTL.MA.IN,Somalia,SOM,4358791,4535229,4707222,4882566,5063740,5240348,5400747,5568675,5733318,5877311,6026604,6122342,6234944,6441979,6671284,6899404,7164565,7450912,7725140,8011375,8290471,8555628,8822442,9096520
"Population, male",SP.POP.TOTL.MA.IN,South Africa,ZAF,22221377,22447806,22681781,22925383,23176582,23433293,23696246,23972107,24278088,24599914,24927507,25278908,25651390,26036121,26500685,27155417,27418165,27465269,27822349,28207948,28580784,28894608,29168006,29451976
"Population, male",SP.POP.TOTL.MA.IN,South Sudan,SSD,2965961,3107655,3255319,3410677,3575657,3751112,3937316,4134132,4339678,4544755,4789793,5056279,5287401,5491442,5545556,5536196,5472936,5269584,5139223,5167140,5248072,5320584,5404538,5493900
"Population, male",SP.POP.TOTL.MA.IN,Spain,ESP,19870967,20010746,20315259,20720462,21117720,21516423,21909832,22347342,22729625,22927127,23014206,23074622,23059451,22948775,22853324,22817982,22821680,22858897,22946018,23104636,23213643,23236858,23416745,23710861
"Population, male",SP.POP.TOTL.MA.IN,Sri Lanka,LKA,9346333,9400695,9472882,9546233,9617730,9688144,9764340,9844210,9922130,9993388,10059778,10131202,10192526,10237951,10280468,10318912,10353683,10385204,10457023,10514808,10564472,10674405,10682766,10608547
"Population, male",SP.POP.TOTL.MA.IN,St. Kitts and Nevis,KNA,22575,22855,22989,23049,23095,23139,23180,23215,23251,23282,23310,23381,23438,23427,23402,23360,23316,23270,23216,23149,23072,23015,23011,23034
"Population, male",SP.POP.TOTL.MA.IN,St. Lucia,LCA,78831,79395,80061,80761,81432,82078,82684,83284,83904,84552,85230,85841,86308,86694,87051,87401,87731,88031,88315,88582,88826,88940,88948,89058
"Population, male",SP.POP.TOTL.MA.IN,St. Martin (French part),MAF,14448,14777,15104,15426,15749,16063,16358,16645,16911,17147,17275,17226,17084,16916,16759,16659,16563,16412,16100,15749,15477,15188,15111,15242
"Population, male",SP.POP.TOTL.MA.IN,St. Vincent and the Grenadines,VCT,58002,57941,57862,57712,57494,57245,56962,56681,56444,56219,55967,55676,55373,55053,54773,54538,54258,54026,53856,53636,53434,53209,52928,52713
"Population, male",SP.POP.TOTL.MA.IN,Sudan,SDN,13231789,13550233,13855688,14157975,14469105,14811660,15199862,15624739,16057614,16495485,16888820,17226354,17593602,18005088,18506560,19086685,19686813,20335703,20993202,21607642,22209433,22814719,23420005,24034469
"Population, male",SP.POP.TOTL.MA.IN,Suriname,SUR,240845,245436,249959,254376,257822,260410,263086,265833,268623,271450,274293,277111,279884,282602,285276,287993,290757,293536,296341,299437,302656,305387,307625,309907
"Population, male",SP.POP.TOTL.MA.IN,Sweden,SWE,4386578,4400543,4417564,4436701,4456884,4477573,4505908,4543220,4582936,4626413,4670485,4710512,4750463,4796177,4849287,4906255,4973853,5046973,5111494,5168880,5211232,5246680,5285164,5311829
"Population, male",SP.POP.TOTL.MA.IN,Switzerland,CHE,3510707,3533011,3561139,3589820,3616695,3642259,3667699,3705120,3758858,3810541,3853536,3900073,3945595,3995499,4048150,4097813,4147577,4190034,4221862,4253063,4285784,4320511,4357959,4397109
"Population, male",SP.POP.TOTL.MA.IN,Syrian Arab Republic,SYR,8251720,8461998,8680305,8904161,9141476,9393082,9818867,10455630,10842593,11020640,11277036,11474102,11405754,10836931,10109590,9663595,9533468,9532365,9697361,10073931,10407665,10681137,11078628,11625364
"Population, male",SP.POP.TOTL.MA.IN,Tajikistan,TJK,3079596,3150466,3221269,3291092,3360112,3429032,3498489,3569645,3643840,3722239,3804994,3892015,3982893,4077789,4176922,4279505,4383379,4486281,4590127,4696898,4801489,4906143,5008732,5104843
"Population, male",SP.POP.TOTL.MA.IN,Tanzania,TZA,17040809,17511199,17969988,18446378,18943000,19465727,20010132,20570092,21125684,21632887,22176064,22811421,23483484,24210106,24985511,25860541,26813222,27762906,28679332,29563439,30475454,31417653,32370931,33337209
"Population, male",SP.POP.TOTL.MA.IN,Thailand,THA,31072431,31347349,31620770,31884756,32138214,32378837,32612264,32849413,33082657,33307128,33511372,33702397,33893784,34073118,34231954,34365474,34486044,34594141,34671370,34723388,34769467,34794010,34806096,34825715
"Population, male",SP.POP.TOTL.MA.IN,Timor-Leste,TLS,451478,458490,466681,475111,484748,496668,509709,522558,534882,546602,558338,570298,582083,593490,604629,614964,624510,634029,643523,653013,662972,673598,683957,693822
"Population, male",SP.POP.TOTL.MA.IN,Togo,TGO,2495124,2564478,2633356,2703985,2777186,2851642,2934396,3022581,3111737,3201540,3289956,3380347,3471351,3563146,3656155,3750461,3846363,3943847,4042391,4142015,4243063,4345278,4448225,4551892
"Population, male",SP.POP.TOTL.MA.IN,Tonga,TON,52142,52427,52712,53013,53323,53618,53893,54053,54069,54051,54070,54081,53922,53607,53267,52915,52614,52383,52169,51994,52093,52440,52848,53317
"Population, male",SP.POP.TOTL.MA.IN,Trinidad and Tobago,TTO,659662,662692,666135,669640,673168,676790,680461,684258,687991,691855,696056,700632,705591,710542,715233,719600,723726,728044,743505,751897,749174,752789,755090,756408
"Population, male",SP.POP.TOTL.MA.IN,Tunisia,TUN,4960458,5007338,5052798,5097802,5141667,5185241,5229676,5274830,5321608,5370385,5422169,5488657,5557114,5615984,5676121,5736224,5795610,5853778,5909703,5962724,6012828,6057044,6098372,6145027
"Population, male",SP.POP.TOTL.MA.IN,Turkiye,TUR,32245997,32724349,33181031,33617545,34073271,34529813,34974838,35249438,35693313,36184302,36733465,37271275,37743582,38226425,38741044,39256041,39780643,40292386,40834436,41414465,41806571,42175029,42581376,42745739
"Population, male",SP.POP.TOTL.MA.IN,Turkmenistan,TKM,2249823,2282951,2315065,2345215,2375657,2408711,2442930,2478447,2516289,2557135,2601133,2648113,2697724,2749149,2801215,2853236,2904744,2955061,3003587,3050231,3096157,3141729,3185860,3228059
"Population, male",SP.POP.TOTL.MA.IN,Turks and Caicos Islands,TCA,9610,10041,10559,11129,11691,12249,12812,13382,13959,14534,15098,15635,16262,17020,17718,18491,19341,20137,20953,21739,22325,22729,23006,23169
"Population, male",SP.POP.TOTL.MA.IN,Tuvalu,TUV,4769,4777,4787,4833,4914,4991,5066,5143,5227,5314,5404,5498,5595,5638,5627,5617,5609,5598,5613,5654,5702,5755,5799,5835
"Population, male",SP.POP.TOTL.MA.IN,Uganda,UGA,11750782,12118958,12507523,12911462,13308219,13710476,14125371,14555146,14997204,15450462,15916868,16395857,16886179,17387215,17920438,18493558,19131236,19823359,20521108,21241606,21973090,22700638,23401332,24070802
"Population, male",SP.POP.TOTL.MA.IN,Ukraine,UKR,22773527,22518464,22289659,22098936,21919976,21743359,21582931,21443946,21319797,21225759,21150737,21086669,21052629,21023906,20940952,20907349,20856348,20790678,20708210,20602695,20470151,20294308,17449249,16871609
"Population, male",SP.POP.TOTL.MA.IN,United Arab Emirates,ARE,2237588,2363814,2490318,2616985,2743771,2955416,3428088,4181088,5044718,5818211,6174991,6210600,6244376,6276725,6307775,6337454,6365662,6392484,6418331,6443813,6475368,6512037,6547744,6583587
"Population, male",SP.POP.TOTL.MA.IN,United Kingdom,GBR,28695232,28822894,28964154,29120962,29309526,29533818,29773916,30029168,30290652,30543717,30805860,31069406,31309446,31543950,31799385,32074811,32340918,32581496,32798279,33000535,33133126,33112733,33499858,33788722
"Population, male",SP.POP.TOTL.MA.IN,United States,USA,138910694,140343133,141652391,142865707,144210567,145570277,146996229,148402076,149804127,151111335,152358841,153539494,154813215,156025758,157301571,158580581,159847727,160970309,161911851,162730147,164316147,164490184,165013345,165779952
"Population, male",SP.POP.TOTL.MA.IN,Uruguay,URY,1594941,1597570,1598457,1598485,1598595,1599620,1601733,1604827,1608578,1612678,1617051,1621715,1626686,1631988,1637581,1643631,1649718,1654653,1657819,1659147,1660166,1659492,1658372,1659092
"Population, male",SP.POP.TOTL.MA.IN,Uzbekistan,UZB,12329367,12480030,12628787,12772007,12915830,13064209,13224211,13414449,13633078,13867711,14268347,14660638,14882226,15119939,15379949,15653791,15931090,16202303,16485735,16797144,17124410,17468992,17838536,18223962
"Population, male",SP.POP.TOTL.MA.IN,Vanuatu,VUT,97832,100260,102763,105288,107823,110376,112974,115641,118398,121208,124029,126894,129845,132896,136042,139253,142613,146105,149615,153149,156782,160506,164308,168202
"Population, male",SP.POP.TOTL.MA.IN,"Venezuela, RB",VEN,12241951,12463799,12684667,12905924,13123521,13339531,13550091,13754221,13949599,14136940,14321888,14504605,14683454,14859050,15028756,15188587,15283987,15183770,14804135,14365872,14113760,13956811,13996791,14254932
"Population, male",SP.POP.TOTL.MA.IN,Viet Nam,VNM,38652066,39078656,39510889,39947965,40386478,40824111,41252012,41680018,42119105,42576401,43048310,43525217,44010133,44502820,44995810,45481510,45954943,46412679,46856269,47288433,47726158,48136186,48501287,48850248
"Population, male",SP.POP.TOTL.MA.IN,Virgin Islands (U.S.),VIR,51887,51805,51818,51854,51874,51898,51877,51869,51890,51855,51796,51741,51650,51529,51384,51208,50999,50759,50489,50196,49866,49510,49137,48751
"Population, male",SP.POP.TOTL.MA.IN,West Bank and Gaza,PSE,1471744,1508534,1545319,1582770,1621224,1661149,1702599,1745418,1793167,1840812,1888398,1935884,1983444,2030950,2078224,2125660,2173706,2217868,2275925,2334948,2394860,2455361,2516444,2578229
"Population, male",SP.POP.TOTL.MA.IN,"Yemen, Rep.",YEM,9391539,9655431,9920754,10191642,10470934,10771739,11101550,11446120,11797215,12154813,12518994,12891995,13273109,13660800,14052916,14439156,14820156,15202496,15578957,15953578,16320979,16668432,17023203,17396462
"Population, male",SP.POP.TOTL.MA.IN,Zambia,ZMB,4762771,4915581,5076940,5244889,5423615,5617219,5827393,6050324,6283615,6523386,6765898,7005106,7245485,7491633,7744381,8000338,8260471,8525934,8794716,9066397,9338613,9609004,9877642,10148862
"Population, male",SP.POP.TOTL.MA.IN,Zimbabwe,ZWE,5621605,5653006,5684128,5722449,5755027,5773926,5818877,5872489,5911975,5965793,6034165,6114111,6223803,6363142,6508226,6652836,6796658,6940631,7086002,7231989,7385220,7543690,7705601,7879254
"Population, male",SP.POP.TOTL.MA.IN,Africa Eastern and Southern,AFE,197551972,202744227,208105454,213639672,219383109,225323582,231510642,237971119,244643269,251454018,258458696,265618237,272984078,280667225,288561965,296812526,304990205,313109208,321598038,330312015,339223107,348121884,357024605,366123110
